site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod
site10,897,38,9,4.19,12.357,-8.166999999999998,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,898,38,10,4.46,15.576,-11.116,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,899,38,11,4.03,17.163,-13.133,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,900,38,12,4.39,11.766,-7.376,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,901,38,13,4.44,7.005,-2.5649999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,902,38,14,4.45,6.5265,-2.0765000000000002,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,903,38,15,4.35,6.471,-2.1210000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,904,38,16,4.55,5.481,-0.931,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,905,38,17,4.03,2.997,1.0330000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,906,38,18,4.13,0.57,3.56,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,907,38,19,4.09,0.0015,4.0885,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,908,38,20,4.24,0.0,4.24,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,909,38,21,3.95,0.0,3.95,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,910,38,22,4.31,0.0,4.31,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,911,38,23,4.04,0.0,4.04,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,912,39,0,4.26,0.0,4.26,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,913,39,1,4.13,0.0,4.13,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,914,39,2,4.04,0.0,4.04,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,915,39,3,3.6,0.0,3.6,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,916,39,4,4.13,0.12,4.01,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,917,39,5,3.86,0.87,2.9899999999999998,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,918,39,6,4.46,2.0745,2.3855,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,919,39,7,4.34,5.892,-1.5520000000000005,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,920,39,8,4.56,10.695,-6.135000000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,921,39,9,4.34,14.244,-9.904,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,922,39,10,4.18,14.463,-10.283,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,923,39,11,4.58,18.4635,-13.8835,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,924,39,12,4.48,8.013,-3.5329999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,925,39,13,3.8,6.9135,-3.1135,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,926,39,14,4.4,6.522,-2.122,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,927,39,15,4.62,6.552,-1.9319999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,928,39,16,4.61,6.0045,-1.3944999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,929,39,17,4.61,2.379,2.2310000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,930,39,18,4.26,0.888,3.372,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,931,39,19,4.39,0.1305,4.2595,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,932,39,20,4.26,0.0,4.26,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,933,39,21,3.86,0.0,3.86,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,934,39,22,4.16,0.0,4.16,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,935,39,23,4.19,0.0,4.19,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,936,40,0,4.3,0.0,4.3,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,937,40,1,4.37,0.0,4.37,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,938,40,2,3.71,0.0,3.71,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,939,40,3,4.08,0.0,4.08,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,940,40,4,3.72,0.06,3.66,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,941,40,5,4.07,0.6,3.47,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,942,40,6,4.09,2.07,2.02,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,943,40,7,4.45,5.355,-0.9050000000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,944,40,8,3.82,9.0165,-5.1965,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,945,40,9,4.45,13.644,-9.193999999999999,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,946,40,10,4.1,15.87,-11.77,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,947,40,11,4.1,16.8255,-12.725500000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,948,40,12,3.81,12.477,-8.667,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,949,40,13,3.9,6.5865,-2.6865,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,950,40,14,4.27,6.4245,-2.1545000000000005,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,951,40,15,4.12,6.4485,-2.3285,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,952,40,16,4.46,5.028,-0.5679999999999996,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,953,40,17,3.86,2.7075,1.1524999999999999,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,954,40,18,4.53,0.321,4.2090000000000005,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,955,40,19,3.92,0.066,3.854,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,956,40,20,4.11,0.0,4.11,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,957,40,21,4.29,0.0,4.29,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,958,40,22,3.67,0.0,3.67,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,959,40,23,4.2,0.0,4.2,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,960,41,0,3.6,0.0,3.6,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,961,41,1,4.06,0.0,4.06,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,962,41,2,4.22,0.0,4.22,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,963,41,3,3.85,0.0,3.85,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,964,41,4,3.78,0.15,3.63,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,965,41,5,4.19,1.14,3.0500000000000007,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,966,41,6,4.49,2.706,1.7840000000000003,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,967,41,7,4.16,5.7375,-1.5774999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,968,41,8,4.55,10.152,-5.601999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,969,41,9,3.97,12.3795,-8.4095,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,970,41,10,4.35,13.8675,-9.5175,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,971,41,11,4.31,17.2785,-12.968500000000002,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,972,41,12,4.21,13.626,-9.416,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,973,41,13,4.54,6.6435,-2.1035000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,974,41,14,3.82,6.993,-3.1730000000000005,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,975,41,15,4.61,6.765,-2.1549999999999994,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,976,41,16,3.82,4.1775,-0.3575000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,977,41,17,3.94,1.827,2.113,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,978,41,18,4.29,0.0825,4.2075000000000005,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,979,41,19,3.92,0.006,3.914,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,980,41,20,4.01,0.0,4.01,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,981,41,21,4.4,0.0,4.4,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,982,41,22,4.25,0.0,4.25,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,983,41,23,4.31,0.0,4.31,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,984,42,0,3.76,0.0,3.76,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,985,42,1,4.37,0.0,4.37,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,986,42,2,3.77,0.0,3.77,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,987,42,3,3.86,0.0,3.86,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,988,42,4,4.36,0.0,4.36,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,989,42,5,4.05,0.12,3.9299999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,990,42,6,3.78,0.39,3.3899999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,991,42,7,4.1,0.7545,3.3454999999999995,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,992,42,8,3.8,0.8745,2.9254999999999995,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,993,42,9,4.14,3.4935,0.6464999999999996,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,994,42,10,4.48,2.3565,2.1235000000000004,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,995,42,11,4.62,0.807,3.813,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,996,42,12,3.79,0.4515,3.3385,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,997,42,13,4.53,1.4865,3.0435000000000003,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,998,42,14,3.91,1.5975,2.3125,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,999,42,15,3.92,1.2705,2.6494999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1000,42,16,4.11,0.468,3.6420000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1001,42,17,3.89,0.2895,3.6005000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1002,42,18,4.15,0.0555,4.0945,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1003,42,19,3.86,0.0075,3.8525,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1004,42,20,4.14,0.0,4.14,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1005,42,21,3.84,0.0,3.84,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1006,42,22,3.9,0.0,3.9,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1007,42,23,4.21,0.0,4.21,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1008,43,0,4.02,0.0,4.02,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1009,43,1,4.02,0.0,4.02,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1010,43,2,3.91,0.0,3.91,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1011,43,3,4.0,0.0,4.0,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1012,43,4,3.92,0.0,3.92,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1013,43,5,4.06,0.0,4.06,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1014,43,6,4.1,0.162,3.9379999999999997,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1015,43,7,4.18,0.7755,3.4044999999999996,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1016,43,8,4.28,1.3305,2.9495000000000005,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1017,43,9,3.86,1.392,2.468,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1018,43,10,4.39,1.782,2.6079999999999997,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1019,43,11,4.34,1.929,2.4109999999999996,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1020,43,12,4.18,1.857,2.3229999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1021,43,13,4.29,1.767,2.523,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1022,43,14,4.47,0.9855,3.4844999999999997,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1023,43,15,3.89,1.2105,2.6795,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1024,43,16,4.21,0.8595,3.3505,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1025,43,17,4.34,0.459,3.881,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1026,43,18,4.06,0.1995,3.8604999999999996,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1027,43,19,3.65,0.0,3.65,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1028,43,20,4.32,0.0,4.32,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1029,43,21,4.05,0.0,4.05,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1030,43,22,3.67,0.0,3.67,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1031,43,23,4.28,0.0,4.28,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1032,44,0,3.97,0.0,3.97,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1033,44,1,3.97,0.0,3.97,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1034,44,2,3.95,0.0,3.95,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1035,44,3,4.25,0.0,4.25,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1036,44,4,3.84,0.0,3.84,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1037,44,5,3.81,0.186,3.624,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1038,44,6,4.6,1.2405,3.3594999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1039,44,7,3.76,1.7115,2.0484999999999998,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1040,44,8,4.48,2.499,1.9810000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1041,44,9,3.85,5.697,-1.847,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1042,44,10,4.01,10.923,-6.913,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1043,44,11,4.55,13.122,-8.572,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1044,44,12,4.09,12.0585,-7.968500000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1045,44,13,4.07,6.7305,-2.6605,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1046,44,14,4.1,1.251,2.8489999999999998,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1047,44,15,4.35,4.9635,-0.6135000000000002,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1048,44,16,4.51,6.096,-1.5860000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1049,44,17,4.42,1.7355,2.6845,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1050,44,18,4.63,0.375,4.255,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1051,44,19,4.23,0.15,4.08,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1052,44,20,3.91,0.0,3.91,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1053,44,21,3.78,0.0,3.78,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1054,44,22,3.69,0.0,3.69,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1055,44,23,3.67,0.0,3.67,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1056,45,0,4.02,0.0,4.02,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1057,45,1,4.04,0.0,4.04,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1058,45,2,3.68,0.0,3.68,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1059,45,3,4.27,0.0,4.27,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1060,45,4,4.07,0.09,3.9800000000000004,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1061,45,5,4.1,0.5775,3.5224999999999995,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1062,45,6,3.86,2.2785,1.5814999999999997,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1063,45,7,3.68,6.057,-2.3770000000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1064,45,8,3.97,8.499,-4.529,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1065,45,9,4.06,7.2375,-3.1775,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1066,45,10,4.4,11.559,-7.158999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1067,45,11,4.1,10.3815,-6.281500000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1068,45,12,3.95,13.1775,-9.2275,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1069,45,13,4.07,13.2615,-9.1915,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1070,45,14,4.04,11.649,-7.608999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1071,45,15,4.29,9.975,-5.685,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1072,45,16,3.86,2.9025,0.9575,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1073,45,17,3.75,2.9115,0.8384999999999998,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1074,45,18,3.93,1.2045,2.7255000000000003,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1075,45,19,4.01,0.09,3.92,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1076,45,20,4.26,0.0,4.26,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1077,45,21,3.69,0.0,3.69,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1078,45,22,3.6,0.0,3.6,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1079,45,23,4.31,0.0,4.31,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1080,46,0,4.13,0.0,4.13,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1081,46,1,3.7,0.0,3.7,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1082,46,2,3.8,0.0,3.8,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1083,46,3,3.65,0.0,3.65,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1084,46,4,4.32,0.06,4.260000000000001,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1085,46,5,4.25,0.6,3.65,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1086,46,6,3.72,1.593,2.1270000000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1087,46,7,3.68,3.3045,0.37550000000000017,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1088,46,8,4.28,6.906,-2.6259999999999994,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1089,46,9,4.21,10.9965,-6.786499999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1090,46,10,4.42,13.773,-9.353,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1091,46,11,4.4,14.3475,-9.9475,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1092,46,12,4.32,9.753,-5.433,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1093,46,13,4.4,13.0575,-8.657499999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1094,46,14,4.21,9.003,-4.793,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1095,46,15,4.57,9.612,-5.042,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1096,46,16,4.53,2.925,1.6050000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1097,46,17,3.98,3.0375,0.9424999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1098,46,18,4.26,0.7935,3.4665,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1099,46,19,4.24,0.18,4.0600000000000005,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1100,46,20,3.69,0.0,3.69,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1101,46,21,3.95,0.0,3.95,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1102,46,22,3.66,0.0,3.66,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1103,46,23,4.29,0.0,4.29,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1104,47,0,4.05,0.0,4.05,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1105,47,1,3.79,0.0,3.79,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1106,47,2,4.05,0.0,4.05,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1107,47,3,3.84,0.0,3.84,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1108,47,4,3.62,0.03,3.5900000000000003,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1109,47,5,3.73,0.513,3.217,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1110,47,6,3.72,2.0565,1.6635,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1111,47,7,4.16,5.904,-1.7439999999999998,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1112,47,8,4.15,8.6325,-4.4825,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1113,47,9,4.41,12.6525,-8.2425,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1114,47,10,4.06,14.616,-10.556000000000001,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1115,47,11,3.83,14.6895,-10.8595,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1116,47,12,4.06,12.8595,-8.799500000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1117,47,13,4.32,6.708,-2.388,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1118,47,14,4.43,8.202,-3.7720000000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1119,47,15,4.16,5.586,-1.4260000000000002,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1120,47,16,3.96,5.7585,-1.7984999999999998,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1121,47,17,4.43,2.913,1.517,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1122,47,18,4.58,0.612,3.968,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1123,47,19,4.23,0.15,4.08,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1124,47,20,4.35,0.0,4.35,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1125,47,21,3.66,0.0,3.66,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1126,47,22,3.82,0.0,3.82,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1127,47,23,4.16,0.0,4.16,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1128,48,0,3.93,0.0,3.93,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1129,48,1,3.78,0.0,3.78,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1130,48,2,4.18,0.0,4.18,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1131,48,3,3.93,0.0,3.93,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1132,48,4,3.73,0.03,3.7,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1133,48,5,3.89,0.4245,3.4655,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1134,48,6,4.05,1.065,2.985,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1135,48,7,3.85,1.6335,2.2165,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1136,48,8,4.19,5.5875,-1.3975,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1137,48,9,4.51,10.92,-6.41,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1138,48,10,4.5,8.145,-3.6449999999999996,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1139,48,11,4.23,10.644,-6.414,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1140,48,12,4.47,13.8075,-9.337499999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1141,48,13,4.24,9.9075,-5.6675,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1142,48,14,3.83,8.6415,-4.8115000000000006,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1143,48,15,4.05,9.1395,-5.0895,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1144,48,16,4.05,4.335,-0.28500000000000014,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1145,48,17,4.18,2.859,1.3209999999999997,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1146,48,18,4.02,0.6,3.4199999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1147,48,19,4.06,0.45,3.6099999999999994,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1148,48,20,4.11,0.0,4.11,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1149,48,21,3.73,0.0,3.73,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1150,48,22,3.91,0.0,3.91,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1151,48,23,3.93,0.0,3.93,False,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1152,49,0,3.79,0.0,3.79,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1153,49,1,4.29,0.0,4.29,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1154,49,2,3.66,0.0,3.66,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1155,49,3,4.02,0.0,4.02,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1156,49,4,3.61,0.06,3.55,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1157,49,5,4.15,0.426,3.724,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1158,49,6,3.83,1.1145,2.7155,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1159,49,7,4.51,1.206,3.304,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1160,49,8,4.53,1.773,2.7570000000000006,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1161,49,9,3.8,4.5405,-0.7404999999999999,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1162,49,10,4.44,3.759,0.6810000000000005,True,20.52,17.6,10,0.35,1.2,0.2,0.15
site10,1163,49,11,4.56,11.6655,-7.1055,True,20.52,17.6,10,0.35,1.2,0.2,0.15
